"","timestamp","idRota","travel_time"
"1",2024-09-16 17:24:43.078464,"R17-2-Av. Raul Barbosa-SN",258
"2",2024-09-16 17:26:43.404394,"R17-2-Av. Raul Barbosa-SN",295
"3",2024-09-16 17:28:43.669379,"R17-2-Av. Raul Barbosa-SN",269
"4",2024-09-16 17:30:43.895397,"R17-2-Av. Raul Barbosa-SN",264
"5",2024-09-16 17:32:44.090073,"R17-2-Av. Raul Barbosa-SN",293
"6",2024-09-16 17:34:44.328398,"R17-2-Av. Raul Barbosa-SN",265
"7",2024-09-16 17:36:44.527513,"R17-2-Av. Raul Barbosa-SN",257
"8",2024-09-16 17:38:44.756645,"R17-2-Av. Raul Barbosa-SN",274
"9",2024-09-16 17:40:44.976844,"R17-2-Av. Raul Barbosa-SN",266
"10",2024-09-16 17:42:45.304838,"R17-2-Av. Raul Barbosa-SN",259
"11",2024-09-16 17:44:45.45235,"R17-2-Av. Raul Barbosa-SN",262
"12",2024-09-16 17:46:45.638857,"R17-2-Av. Raul Barbosa-SN",253
