"","timestamp","idRota","travel_time"
"1",2024-09-25 07:38:55.637846,"R01-2-Av. Pres. Castelo Branco-OL",276
"2",2024-09-25 07:38:55.637846,"R07-1-Av. 13 de Maio-LO",245
"3",2024-09-25 07:38:55.637846,"R16-2-Av. Alberto Craveiro-NS",282
"4",2024-09-25 07:38:55.637846,"R17-2-Av. Raul Barbosa-SN",213
"5",2024-09-25 07:40:56.538018,"R01-2-Av. Pres. Castelo Branco-OL",275
"6",2024-09-25 07:40:56.538018,"R07-1-Av. 13 de Maio-LO",244
"7",2024-09-25 07:40:56.538018,"R16-2-Av. Alberto Craveiro-NS",283
"8",2024-09-25 07:40:56.538018,"R17-2-Av. Raul Barbosa-SN",213
"9",2024-09-25 07:42:57.105637,"R01-2-Av. Pres. Castelo Branco-OL",275
"10",2024-09-25 07:42:57.105637,"R07-1-Av. 13 de Maio-LO",246
"11",2024-09-25 07:42:57.105637,"R16-2-Av. Alberto Craveiro-NS",283
"12",2024-09-25 07:42:57.105637,"R17-2-Av. Raul Barbosa-SN",214
"13",2024-09-25 07:44:57.725484,"R01-2-Av. Pres. Castelo Branco-OL",281
"14",2024-09-25 07:44:57.725484,"R07-1-Av. 13 de Maio-LO",247
"15",2024-09-25 07:44:57.725484,"R16-2-Av. Alberto Craveiro-NS",284
"16",2024-09-25 07:44:57.725484,"R17-2-Av. Raul Barbosa-SN",215
"17",2024-09-25 07:46:58.198392,"R01-2-Av. Pres. Castelo Branco-OL",280
"18",2024-09-25 07:46:58.198392,"R07-1-Av. 13 de Maio-LO",247
"19",2024-09-25 07:46:58.198392,"R16-2-Av. Alberto Craveiro-NS",286
"20",2024-09-25 07:46:58.198392,"R17-2-Av. Raul Barbosa-SN",215
"21",2024-09-25 07:48:58.662394,"R01-2-Av. Pres. Castelo Branco-OL",281
"22",2024-09-25 07:48:58.662394,"R07-1-Av. 13 de Maio-LO",248
"23",2024-09-25 07:48:58.662394,"R16-2-Av. Alberto Craveiro-NS",289
"24",2024-09-25 07:48:58.662394,"R17-2-Av. Raul Barbosa-SN",216
"25",2024-09-25 07:50:59.198856,"R01-2-Av. Pres. Castelo Branco-OL",280
"26",2024-09-25 07:50:59.198856,"R07-1-Av. 13 de Maio-LO",249
"27",2024-09-25 07:50:59.198856,"R16-2-Av. Alberto Craveiro-NS",297
"28",2024-09-25 07:50:59.198856,"R17-2-Av. Raul Barbosa-SN",218
"29",2024-09-25 07:52:59.737363,"R01-2-Av. Pres. Castelo Branco-OL",281
"30",2024-09-25 07:52:59.737363,"R07-1-Av. 13 de Maio-LO",253
"31",2024-09-25 07:52:59.737363,"R16-2-Av. Alberto Craveiro-NS",301
"32",2024-09-25 07:52:59.737363,"R17-2-Av. Raul Barbosa-SN",221
"33",2024-09-25 07:55:00.263567,"R01-2-Av. Pres. Castelo Branco-OL",281
"34",2024-09-25 07:55:00.263567,"R07-1-Av. 13 de Maio-LO",253
"35",2024-09-25 07:55:00.263567,"R16-2-Av. Alberto Craveiro-NS",301
"36",2024-09-25 07:55:00.263567,"R17-2-Av. Raul Barbosa-SN",221
"37",2024-09-25 07:57:00.885448,"R01-2-Av. Pres. Castelo Branco-OL",281
"38",2024-09-25 07:57:00.885448,"R07-1-Av. 13 de Maio-LO",255
"39",2024-09-25 07:57:00.885448,"R16-2-Av. Alberto Craveiro-NS",290
"40",2024-09-25 07:57:00.885448,"R17-2-Av. Raul Barbosa-SN",218
"41",2024-09-25 07:59:01.486394,"R01-2-Av. Pres. Castelo Branco-OL",282
"42",2024-09-25 07:59:01.486394,"R07-1-Av. 13 de Maio-LO",249
"43",2024-09-25 07:59:01.486394,"R16-2-Av. Alberto Craveiro-NS",294
"44",2024-09-25 07:59:01.486394,"R17-2-Av. Raul Barbosa-SN",220
"45",2024-09-25 08:01:02.006393,"R01-2-Av. Pres. Castelo Branco-OL",285
"46",2024-09-25 08:01:02.006393,"R07-1-Av. 13 de Maio-LO",249
"47",2024-09-25 08:01:02.006393,"R16-2-Av. Alberto Craveiro-NS",291
"48",2024-09-25 08:01:02.006393,"R17-2-Av. Raul Barbosa-SN",220
