"","timestamp","idRota","travel_time"
"1",2024-09-25 06:46:41.371677,"R01-2-Av. Pres. Castelo Branco-OL",278
"2",2024-09-25 06:46:41.371677,"R07-1-Av. 13 de Maio-LO",243
"3",2024-09-25 06:46:41.371677,"R16-2-Av. Alberto Craveiro-NS",281
"4",2024-09-25 06:46:41.371677,"R17-2-Av. Raul Barbosa-SN",214
"5",2024-09-25 06:48:42.365685,"R01-2-Av. Pres. Castelo Branco-OL",280
"6",2024-09-25 06:48:42.365685,"R07-1-Av. 13 de Maio-LO",242
"7",2024-09-25 06:48:42.365685,"R16-2-Av. Alberto Craveiro-NS",281
"8",2024-09-25 06:48:42.365685,"R17-2-Av. Raul Barbosa-SN",214
"9",2024-09-25 06:50:42.883672,"R01-2-Av. Pres. Castelo Branco-OL",278
"10",2024-09-25 06:50:42.883672,"R07-1-Av. 13 de Maio-LO",240
"11",2024-09-25 06:50:42.883672,"R16-2-Av. Alberto Craveiro-NS",279
"12",2024-09-25 06:50:42.883672,"R17-2-Av. Raul Barbosa-SN",218
"13",2024-09-25 06:52:43.513494,"R01-2-Av. Pres. Castelo Branco-OL",276
"14",2024-09-25 06:52:43.513494,"R07-1-Av. 13 de Maio-LO",240
"15",2024-09-25 06:52:43.513494,"R16-2-Av. Alberto Craveiro-NS",280
"16",2024-09-25 06:52:43.513494,"R17-2-Av. Raul Barbosa-SN",218
"17",2024-09-25 06:54:44.066381,"R01-2-Av. Pres. Castelo Branco-OL",276
"18",2024-09-25 06:54:44.066381,"R07-1-Av. 13 de Maio-LO",240
"19",2024-09-25 06:54:44.066381,"R16-2-Av. Alberto Craveiro-NS",279
"20",2024-09-25 06:54:44.066381,"R17-2-Av. Raul Barbosa-SN",220
"21",2024-09-25 06:56:44.665533,"R01-2-Av. Pres. Castelo Branco-OL",276
"22",2024-09-25 06:56:44.665533,"R07-1-Av. 13 de Maio-LO",240
"23",2024-09-25 06:56:44.665533,"R16-2-Av. Alberto Craveiro-NS",280
"24",2024-09-25 06:56:44.665533,"R17-2-Av. Raul Barbosa-SN",221
"25",2024-09-25 06:58:45.153507,"R01-2-Av. Pres. Castelo Branco-OL",276
"26",2024-09-25 06:58:45.153507,"R07-1-Av. 13 de Maio-LO",243
"27",2024-09-25 06:58:45.153507,"R16-2-Av. Alberto Craveiro-NS",281
"28",2024-09-25 06:58:45.153507,"R17-2-Av. Raul Barbosa-SN",221
"29",2024-09-25 07:00:45.762917,"R01-2-Av. Pres. Castelo Branco-OL",275
"30",2024-09-25 07:00:45.762917,"R07-1-Av. 13 de Maio-LO",243
"31",2024-09-25 07:00:45.762917,"R16-2-Av. Alberto Craveiro-NS",279
"32",2024-09-25 07:00:45.762917,"R17-2-Av. Raul Barbosa-SN",222
"33",2024-09-25 07:02:46.281031,"R01-2-Av. Pres. Castelo Branco-OL",275
"34",2024-09-25 07:02:46.281031,"R07-1-Av. 13 de Maio-LO",244
"35",2024-09-25 07:02:46.281031,"R16-2-Av. Alberto Craveiro-NS",280
"36",2024-09-25 07:02:46.281031,"R17-2-Av. Raul Barbosa-SN",222
"37",2024-09-25 07:04:46.914227,"R01-2-Av. Pres. Castelo Branco-OL",275
"38",2024-09-25 07:04:46.914227,"R07-1-Av. 13 de Maio-LO",245
"39",2024-09-25 07:04:46.914227,"R16-2-Av. Alberto Craveiro-NS",283
"40",2024-09-25 07:04:46.914227,"R17-2-Av. Raul Barbosa-SN",221
"41",2024-09-25 07:06:47.693329,"R01-2-Av. Pres. Castelo Branco-OL",274
"42",2024-09-25 07:06:47.693329,"R07-1-Av. 13 de Maio-LO",245
"43",2024-09-25 07:06:47.693329,"R16-2-Av. Alberto Craveiro-NS",280
"44",2024-09-25 07:06:47.693329,"R17-2-Av. Raul Barbosa-SN",220
"45",2024-09-25 07:08:48.219857,"R01-2-Av. Pres. Castelo Branco-OL",280
"46",2024-09-25 07:08:48.219857,"R07-1-Av. 13 de Maio-LO",247
"47",2024-09-25 07:08:48.219857,"R16-2-Av. Alberto Craveiro-NS",281
"48",2024-09-25 07:08:48.219857,"R17-2-Av. Raul Barbosa-SN",222
