"","timestamp","idRota","travel_time"
"1",2024-09-23 05:41:35.793329,"R01-2-Av. Pres. Castelo Branco-OL",293
"2",2024-09-23 05:41:35.793329,"R07-1-Av. 13 de Maio-LO",238
"3",2024-09-23 05:41:35.793329,"R16-2-Av. Alberto Craveiro-NS",279
"4",2024-09-23 05:41:35.793329,"R17-2-Av. Raul Barbosa-SN",220
"5",2024-09-23 05:43:36.630848,"R01-2-Av. Pres. Castelo Branco-OL",289
"6",2024-09-23 05:43:36.630848,"R07-1-Av. 13 de Maio-LO",238
"7",2024-09-23 05:43:36.630848,"R16-2-Av. Alberto Craveiro-NS",281
"8",2024-09-23 05:43:36.630848,"R17-2-Av. Raul Barbosa-SN",219
"9",2024-09-23 05:45:37.244788,"R01-2-Av. Pres. Castelo Branco-OL",288
"10",2024-09-23 05:45:37.244788,"R07-1-Av. 13 de Maio-LO",235
"11",2024-09-23 05:45:37.244788,"R16-2-Av. Alberto Craveiro-NS",284
"12",2024-09-23 05:45:37.244788,"R17-2-Av. Raul Barbosa-SN",219
"13",2024-09-23 05:47:37.908651,"R01-2-Av. Pres. Castelo Branco-OL",288
"14",2024-09-23 05:47:37.908651,"R07-1-Av. 13 de Maio-LO",237
"15",2024-09-23 05:47:37.908651,"R16-2-Av. Alberto Craveiro-NS",281
"16",2024-09-23 05:47:37.908651,"R17-2-Av. Raul Barbosa-SN",218
"17",2024-09-23 05:49:38.592601,"R01-2-Av. Pres. Castelo Branco-OL",285
"18",2024-09-23 05:49:38.592601,"R07-1-Av. 13 de Maio-LO",236
"19",2024-09-23 05:49:38.592601,"R16-2-Av. Alberto Craveiro-NS",283
"20",2024-09-23 05:49:38.592601,"R17-2-Av. Raul Barbosa-SN",216
"21",2024-09-23 05:51:39.24432,"R01-2-Av. Pres. Castelo Branco-OL",285
"22",2024-09-23 05:51:39.24432,"R07-1-Av. 13 de Maio-LO",240
"23",2024-09-23 05:51:39.24432,"R16-2-Av. Alberto Craveiro-NS",284
"24",2024-09-23 05:51:39.24432,"R17-2-Av. Raul Barbosa-SN",215
"25",2024-09-23 05:53:39.801629,"R01-2-Av. Pres. Castelo Branco-OL",282
"26",2024-09-23 05:53:39.801629,"R07-1-Av. 13 de Maio-LO",241
"27",2024-09-23 05:53:39.801629,"R16-2-Av. Alberto Craveiro-NS",283
"28",2024-09-23 05:53:39.801629,"R17-2-Av. Raul Barbosa-SN",214
"29",2024-09-23 05:55:40.366947,"R01-2-Av. Pres. Castelo Branco-OL",286
"30",2024-09-23 05:55:40.366947,"R07-1-Av. 13 de Maio-LO",243
"31",2024-09-23 05:55:40.366947,"R16-2-Av. Alberto Craveiro-NS",283
"32",2024-09-23 05:55:40.366947,"R17-2-Av. Raul Barbosa-SN",214
"33",2024-09-23 05:57:40.964809,"R01-2-Av. Pres. Castelo Branco-OL",290
"34",2024-09-23 05:57:40.964809,"R07-1-Av. 13 de Maio-LO",244
"35",2024-09-23 05:57:40.964809,"R16-2-Av. Alberto Craveiro-NS",283
"36",2024-09-23 05:57:40.964809,"R17-2-Av. Raul Barbosa-SN",215
"37",2024-09-23 05:59:41.599087,"R01-2-Av. Pres. Castelo Branco-OL",291
"38",2024-09-23 05:59:41.599087,"R07-1-Av. 13 de Maio-LO",246
"39",2024-09-23 05:59:41.599087,"R16-2-Av. Alberto Craveiro-NS",283
"40",2024-09-23 05:59:41.599087,"R17-2-Av. Raul Barbosa-SN",216
"41",2024-09-23 06:01:42.212698,"R01-2-Av. Pres. Castelo Branco-OL",289
"42",2024-09-23 06:01:42.212698,"R07-1-Av. 13 de Maio-LO",246
"43",2024-09-23 06:01:42.212698,"R16-2-Av. Alberto Craveiro-NS",284
"44",2024-09-23 06:01:42.212698,"R17-2-Av. Raul Barbosa-SN",217
"45",2024-09-23 06:03:42.735984,"R01-2-Av. Pres. Castelo Branco-OL",286
"46",2024-09-23 06:03:42.735984,"R07-1-Av. 13 de Maio-LO",246
"47",2024-09-23 06:03:42.735984,"R16-2-Av. Alberto Craveiro-NS",281
"48",2024-09-23 06:03:42.735984,"R17-2-Av. Raul Barbosa-SN",217
