"","timestamp","idRota","travel_time"
"1",2024-09-16 05:34:31.19749,"R17-2-Av. Raul Barbosa-SN",211
"2",2024-09-16 05:36:31.560769,"R17-2-Av. Raul Barbosa-SN",212
"3",2024-09-16 05:38:31.709206,"R17-2-Av. Raul Barbosa-SN",213
"4",2024-09-16 05:40:31.916363,"R17-2-Av. Raul Barbosa-SN",214
"5",2024-09-16 05:42:32.086233,"R17-2-Av. Raul Barbosa-SN",214
"6",2024-09-16 05:44:32.301247,"R17-2-Av. Raul Barbosa-SN",219
"7",2024-09-16 05:46:32.489645,"R17-2-Av. Raul Barbosa-SN",219
"8",2024-09-16 05:48:32.649063,"R17-2-Av. Raul Barbosa-SN",220
"9",2024-09-16 05:50:32.855209,"R17-2-Av. Raul Barbosa-SN",218
"10",2024-09-16 05:52:33.093382,"R17-2-Av. Raul Barbosa-SN",216
"11",2024-09-16 05:54:33.281775,"R17-2-Av. Raul Barbosa-SN",216
"12",2024-09-16 05:56:33.496774,"R17-2-Av. Raul Barbosa-SN",216
