"","timestamp","idRota","travel_time"
"1",2024-09-16 19:53:56.713123,"R17-2-Av. Raul Barbosa-SN",276
"2",2024-09-16 19:55:57.06561,"R17-2-Av. Raul Barbosa-SN",280
"3",2024-09-16 19:57:57.281628,"R17-2-Av. Raul Barbosa-SN",270
"4",2024-09-16 19:59:57.437655,"R17-2-Av. Raul Barbosa-SN",272
"5",2024-09-16 20:01:57.693727,"R17-2-Av. Raul Barbosa-SN",269
"6",2024-09-16 20:03:58.015059,"R17-2-Av. Raul Barbosa-SN",285
"7",2024-09-16 20:05:58.209335,"R17-2-Av. Raul Barbosa-SN",287
"8",2024-09-16 20:07:58.373637,"R17-2-Av. Raul Barbosa-SN",290
"9",2024-09-16 20:09:58.513991,"R17-2-Av. Raul Barbosa-SN",328
"10",2024-09-16 20:11:58.693673,"R17-2-Av. Raul Barbosa-SN",299
"11",2024-09-16 20:13:58.796438,"R17-2-Av. Raul Barbosa-SN",316
"12",2024-09-16 20:15:58.988773,"R17-2-Av. Raul Barbosa-SN",342
