"","timestamp","idRota","travel_time"
"1",2024-09-18 10:11:55.22873,"R17-2-Av. Raul Barbosa-SN",571
"2",2024-09-18 10:13:55.58247,"R17-2-Av. Raul Barbosa-SN",633
"3",2024-09-18 10:15:55.829938,"R17-2-Av. Raul Barbosa-SN",652
"4",2024-09-18 10:17:56.013731,"R17-2-Av. Raul Barbosa-SN",679
"5",2024-09-18 10:19:56.221957,"R17-2-Av. Raul Barbosa-SN",676
"6",2024-09-18 10:21:56.443155,"R17-2-Av. Raul Barbosa-SN",675
"7",2024-09-18 10:23:56.676383,"R17-2-Av. Raul Barbosa-SN",592
"8",2024-09-18 10:25:56.93018,"R17-2-Av. Raul Barbosa-SN",567
"9",2024-09-18 10:27:57.178864,"R17-2-Av. Raul Barbosa-SN",629
"10",2024-09-18 10:29:57.468014,"R17-2-Av. Raul Barbosa-SN",559
"11",2024-09-18 10:31:57.686349,"R17-2-Av. Raul Barbosa-SN",593
"12",2024-09-18 10:33:57.919568,"R17-2-Av. Raul Barbosa-SN",613
