"","timestamp","idRota","travel_time"
"1",2024-09-16 06:32:41.210587,"R17-2-Av. Raul Barbosa-SN",217
"2",2024-09-16 06:34:41.487729,"R17-2-Av. Raul Barbosa-SN",217
"3",2024-09-16 06:36:41.727321,"R17-2-Av. Raul Barbosa-SN",218
"4",2024-09-16 06:38:41.952441,"R17-2-Av. Raul Barbosa-SN",220
"5",2024-09-16 06:40:42.196444,"R17-2-Av. Raul Barbosa-SN",219
"6",2024-09-16 06:42:42.425813,"R17-2-Av. Raul Barbosa-SN",218
"7",2024-09-16 06:44:42.688459,"R17-2-Av. Raul Barbosa-SN",220
"8",2024-09-16 06:46:42.880473,"R17-2-Av. Raul Barbosa-SN",218
"9",2024-09-16 06:48:43.052442,"R17-2-Av. Raul Barbosa-SN",219
"10",2024-09-16 06:50:43.264452,"R17-2-Av. Raul Barbosa-SN",221
"11",2024-09-16 06:52:43.466237,"R17-2-Av. Raul Barbosa-SN",217
"12",2024-09-16 06:54:43.722485,"R17-2-Av. Raul Barbosa-SN",219
