"","timestamp","idRota","travel_time"
"1",2024-09-17 10:55:47.980062,"R17-2-Av. Raul Barbosa-SN",679
"2",2024-09-17 10:57:48.289353,"R17-2-Av. Raul Barbosa-SN",665
"3",2024-09-17 10:59:48.494491,"R17-2-Av. Raul Barbosa-SN",657
"4",2024-09-17 11:01:48.651214,"R17-2-Av. Raul Barbosa-SN",595
"5",2024-09-17 11:03:48.868494,"R17-2-Av. Raul Barbosa-SN",527
"6",2024-09-17 11:05:49.069987,"R17-2-Av. Raul Barbosa-SN",532
"7",2024-09-17 11:07:49.250173,"R17-2-Av. Raul Barbosa-SN",444
"8",2024-09-17 11:09:49.457269,"R17-2-Av. Raul Barbosa-SN",442
"9",2024-09-17 11:11:49.596137,"R17-2-Av. Raul Barbosa-SN",491
"10",2024-09-17 11:13:49.791932,"R17-2-Av. Raul Barbosa-SN",485
"11",2024-09-17 11:15:50.061385,"R17-2-Av. Raul Barbosa-SN",458
"12",2024-09-17 11:17:50.318447,"R17-2-Av. Raul Barbosa-SN",491
