"","timestamp","idRota","travel_time"
"1",2024-09-14 05:49:32.52096,"R17-2-Av. Raul Barbosa-SN",224
"2",2024-09-14 05:51:32.884629,"R17-2-Av. Raul Barbosa-SN",225
"3",2024-09-14 05:53:33.101783,"R17-2-Av. Raul Barbosa-SN",223
"4",2024-09-14 05:55:33.330256,"R17-2-Av. Raul Barbosa-SN",221
"5",2024-09-14 05:57:33.529171,"R17-2-Av. Raul Barbosa-SN",219
"6",2024-09-14 05:59:33.750976,"R17-2-Av. Raul Barbosa-SN",219
"7",2024-09-14 06:01:33.916723,"R17-2-Av. Raul Barbosa-SN",220
"8",2024-09-14 06:03:34.060143,"R17-2-Av. Raul Barbosa-SN",219
"9",2024-09-14 06:05:34.271457,"R17-2-Av. Raul Barbosa-SN",222
"10",2024-09-14 06:07:34.545968,"R17-2-Av. Raul Barbosa-SN",224
"11",2024-09-14 06:09:34.695231,"R17-2-Av. Raul Barbosa-SN",226
"12",2024-09-14 06:11:34.897124,"R17-2-Av. Raul Barbosa-SN",221
