"","timestamp","idRota","travel_time"
"1",2024-09-23 04:42:57.009857,"R01-2-Av. Pres. Castelo Branco-OL",292
"2",2024-09-23 04:42:57.009857,"R07-1-Av. 13 de Maio-LO",254
"3",2024-09-23 04:42:57.009857,"R16-2-Av. Alberto Craveiro-NS",272
"4",2024-09-23 04:42:57.009857,"R17-2-Av. Raul Barbosa-SN",223
"5",2024-09-23 04:44:57.853161,"R01-2-Av. Pres. Castelo Branco-OL",296
"6",2024-09-23 04:44:57.853161,"R07-1-Av. 13 de Maio-LO",249
"7",2024-09-23 04:44:57.853161,"R16-2-Av. Alberto Craveiro-NS",273
"8",2024-09-23 04:44:57.853161,"R17-2-Av. Raul Barbosa-SN",224
"9",2024-09-23 04:46:58.343187,"R01-2-Av. Pres. Castelo Branco-OL",294
"10",2024-09-23 04:46:58.343187,"R07-1-Av. 13 de Maio-LO",249
"11",2024-09-23 04:46:58.343187,"R16-2-Av. Alberto Craveiro-NS",276
"12",2024-09-23 04:46:58.343187,"R17-2-Av. Raul Barbosa-SN",223
"13",2024-09-23 04:48:58.800376,"R01-2-Av. Pres. Castelo Branco-OL",294
"14",2024-09-23 04:48:58.800376,"R07-1-Av. 13 de Maio-LO",248
"15",2024-09-23 04:48:58.800376,"R16-2-Av. Alberto Craveiro-NS",281
"16",2024-09-23 04:48:58.800376,"R17-2-Av. Raul Barbosa-SN",225
"17",2024-09-23 04:50:59.351187,"R01-2-Av. Pres. Castelo Branco-OL",296
"18",2024-09-23 04:50:59.351187,"R07-1-Av. 13 de Maio-LO",247
"19",2024-09-23 04:50:59.351187,"R16-2-Av. Alberto Craveiro-NS",283
"20",2024-09-23 04:50:59.351187,"R17-2-Av. Raul Barbosa-SN",227
"21",2024-09-23 04:52:59.971695,"R01-2-Av. Pres. Castelo Branco-OL",297
"22",2024-09-23 04:52:59.971695,"R07-1-Av. 13 de Maio-LO",249
"23",2024-09-23 04:52:59.971695,"R16-2-Av. Alberto Craveiro-NS",285
"24",2024-09-23 04:52:59.971695,"R17-2-Av. Raul Barbosa-SN",228
"25",2024-09-23 04:55:00.546466,"R01-2-Av. Pres. Castelo Branco-OL",301
"26",2024-09-23 04:55:00.546466,"R07-1-Av. 13 de Maio-LO",250
"27",2024-09-23 04:55:00.546466,"R16-2-Av. Alberto Craveiro-NS",284
"28",2024-09-23 04:55:00.546466,"R17-2-Av. Raul Barbosa-SN",228
"29",2024-09-23 04:57:01.044778,"R01-2-Av. Pres. Castelo Branco-OL",300
"30",2024-09-23 04:57:01.044778,"R07-1-Av. 13 de Maio-LO",250
"31",2024-09-23 04:57:01.044778,"R16-2-Av. Alberto Craveiro-NS",285
"32",2024-09-23 04:57:01.044778,"R17-2-Av. Raul Barbosa-SN",224
"33",2024-09-23 04:59:01.586482,"R01-2-Av. Pres. Castelo Branco-OL",298
"34",2024-09-23 04:59:01.586482,"R07-1-Av. 13 de Maio-LO",250
"35",2024-09-23 04:59:01.586482,"R16-2-Av. Alberto Craveiro-NS",284
"36",2024-09-23 04:59:01.586482,"R17-2-Av. Raul Barbosa-SN",222
"37",2024-09-23 05:01:02.192151,"R01-2-Av. Pres. Castelo Branco-OL",299
"38",2024-09-23 05:01:02.192151,"R07-1-Av. 13 de Maio-LO",254
"39",2024-09-23 05:01:02.192151,"R16-2-Av. Alberto Craveiro-NS",284
"40",2024-09-23 05:01:02.192151,"R17-2-Av. Raul Barbosa-SN",222
"41",2024-09-23 05:03:02.836579,"R01-2-Av. Pres. Castelo Branco-OL",299
"42",2024-09-23 05:03:02.836579,"R07-1-Av. 13 de Maio-LO",253
"43",2024-09-23 05:03:02.836579,"R16-2-Av. Alberto Craveiro-NS",285
"44",2024-09-23 05:03:02.836579,"R17-2-Av. Raul Barbosa-SN",222
"45",2024-09-23 05:05:03.465424,"R01-2-Av. Pres. Castelo Branco-OL",296
"46",2024-09-23 05:05:03.465424,"R07-1-Av. 13 de Maio-LO",252
"47",2024-09-23 05:05:03.465424,"R16-2-Av. Alberto Craveiro-NS",281
"48",2024-09-23 05:05:03.465424,"R17-2-Av. Raul Barbosa-SN",223
