"","timestamp","idRota","travel_time"
"1",2024-09-19 04:41:41.255368,"R01-2-Av. Pres. Castelo Branco-OL",295
"2",2024-09-19 04:41:41.255368,"R07-1-Av. 13 de Maio-LO",246
"3",2024-09-19 04:41:41.255368,"R16-2-Av. Alberto Craveiro-NS",284
"4",2024-09-19 04:41:41.255368,"R17-2-Av. Raul Barbosa-SN",218
"5",2024-09-19 04:43:42.14236,"R01-2-Av. Pres. Castelo Branco-OL",295
"6",2024-09-19 04:43:42.14236,"R07-1-Av. 13 de Maio-LO",245
"7",2024-09-19 04:43:42.14236,"R16-2-Av. Alberto Craveiro-NS",284
"8",2024-09-19 04:43:42.14236,"R17-2-Av. Raul Barbosa-SN",216
"9",2024-09-19 04:45:42.64061,"R01-2-Av. Pres. Castelo Branco-OL",295
"10",2024-09-19 04:45:42.64061,"R07-1-Av. 13 de Maio-LO",246
"11",2024-09-19 04:45:42.64061,"R16-2-Av. Alberto Craveiro-NS",282
"12",2024-09-19 04:45:42.64061,"R17-2-Av. Raul Barbosa-SN",217
"13",2024-09-19 04:47:43.184818,"R01-2-Av. Pres. Castelo Branco-OL",296
"14",2024-09-19 04:47:43.184818,"R07-1-Av. 13 de Maio-LO",249
"15",2024-09-19 04:47:43.184818,"R16-2-Av. Alberto Craveiro-NS",283
"16",2024-09-19 04:47:43.184818,"R17-2-Av. Raul Barbosa-SN",216
"17",2024-09-19 04:49:43.63095,"R01-2-Av. Pres. Castelo Branco-OL",297
"18",2024-09-19 04:49:43.63095,"R07-1-Av. 13 de Maio-LO",254
"19",2024-09-19 04:49:43.63095,"R16-2-Av. Alberto Craveiro-NS",282
"20",2024-09-19 04:49:43.63095,"R17-2-Av. Raul Barbosa-SN",216
"21",2024-09-19 04:51:44.237587,"R01-2-Av. Pres. Castelo Branco-OL",298
"22",2024-09-19 04:51:44.237587,"R07-1-Av. 13 de Maio-LO",252
"23",2024-09-19 04:51:44.237587,"R16-2-Av. Alberto Craveiro-NS",276
"24",2024-09-19 04:51:44.237587,"R17-2-Av. Raul Barbosa-SN",217
"25",2024-09-19 04:53:44.823195,"R01-2-Av. Pres. Castelo Branco-OL",296
"26",2024-09-19 04:53:44.823195,"R07-1-Av. 13 de Maio-LO",252
"27",2024-09-19 04:53:44.823195,"R16-2-Av. Alberto Craveiro-NS",279
"28",2024-09-19 04:53:44.823195,"R17-2-Av. Raul Barbosa-SN",218
"29",2024-09-19 04:55:45.307228,"R01-2-Av. Pres. Castelo Branco-OL",295
"30",2024-09-19 04:55:45.307228,"R07-1-Av. 13 de Maio-LO",255
"31",2024-09-19 04:55:45.307228,"R16-2-Av. Alberto Craveiro-NS",279
"32",2024-09-19 04:55:45.307228,"R17-2-Av. Raul Barbosa-SN",218
"33",2024-09-19 04:57:45.849102,"R01-2-Av. Pres. Castelo Branco-OL",295
"34",2024-09-19 04:57:45.849102,"R07-1-Av. 13 de Maio-LO",256
"35",2024-09-19 04:57:45.849102,"R16-2-Av. Alberto Craveiro-NS",279
"36",2024-09-19 04:57:45.849102,"R17-2-Av. Raul Barbosa-SN",221
"37",2024-09-19 04:59:46.59522,"R01-2-Av. Pres. Castelo Branco-OL",298
"38",2024-09-19 04:59:46.59522,"R07-1-Av. 13 de Maio-LO",260
"39",2024-09-19 04:59:46.59522,"R16-2-Av. Alberto Craveiro-NS",277
"40",2024-09-19 04:59:46.59522,"R17-2-Av. Raul Barbosa-SN",222
"41",2024-09-19 05:01:47.016195,"R01-2-Av. Pres. Castelo Branco-OL",299
"42",2024-09-19 05:01:47.016195,"R07-1-Av. 13 de Maio-LO",261
"43",2024-09-19 05:01:47.016195,"R16-2-Av. Alberto Craveiro-NS",279
"44",2024-09-19 05:01:47.016195,"R17-2-Av. Raul Barbosa-SN",218
"45",2024-09-19 05:03:47.460526,"R01-2-Av. Pres. Castelo Branco-OL",304
"46",2024-09-19 05:03:47.460526,"R07-1-Av. 13 de Maio-LO",259
"47",2024-09-19 05:03:47.460526,"R16-2-Av. Alberto Craveiro-NS",276
"48",2024-09-19 05:03:47.460526,"R17-2-Av. Raul Barbosa-SN",217
