"","timestamp","idRota","travel_time"
"1",2024-09-18 06:42:57.360236,"R17-2-Av. Raul Barbosa-SN",212
"2",2024-09-18 06:44:57.618999,"R17-2-Av. Raul Barbosa-SN",208
"3",2024-09-18 06:46:57.808329,"R17-2-Av. Raul Barbosa-SN",212
"4",2024-09-18 06:48:58.00465,"R17-2-Av. Raul Barbosa-SN",212
"5",2024-09-18 06:50:58.187312,"R17-2-Av. Raul Barbosa-SN",214
"6",2024-09-18 06:52:58.356665,"R17-2-Av. Raul Barbosa-SN",212
"7",2024-09-18 06:54:58.572615,"R17-2-Av. Raul Barbosa-SN",212
"8",2024-09-18 06:56:58.833182,"R17-2-Av. Raul Barbosa-SN",212
"9",2024-09-18 06:58:59.000139,"R17-2-Av. Raul Barbosa-SN",212
"10",2024-09-18 07:00:59.193158,"R17-2-Av. Raul Barbosa-SN",212
"11",2024-09-18 07:02:59.430805,"R17-2-Av. Raul Barbosa-SN",212
"12",2024-09-18 07:04:59.701127,"R17-2-Av. Raul Barbosa-SN",213
